Comune;Provincia;Denominazione sito;Indirizzo;Numero civico;ID Anagrafe;CampoUnivoco;                                                                                                                                                                 ##
MORTARA;PAVIA;Stabilimento di Via Lomellina 7 - ex area Marzotto;Lomellina;7;8406;703;                                                                                                                                                                ##
PAVIA;PAVIA;AREA EX NECA;R. BRICHETTI;7;3801;704;                                                                                                                                                                                                     ##
PAVIA;PAVIA;BORGO SNIA SRL - TRADITAL SPA;MONTEGRAPPA - VIA DOSSI;;3447;705;                                                                                                                                                                          ##
PAVIA;PAVIA;CONDOMINIO BCD;MARCONI;1/D;2846;706;                                                                                                                                                                                                      ##
PAVIA;PAVIA;PUNTO VENDITA CARBURANTE AGIP PETROLI, PV 2280;BRAMANTE;50;2526;707;                                                                                                                                                                      ##
PAVIA;PAVIA;PV 49080  AGIP;SS 35;;3794;708;                                                                                                                                                                                                           ##
PINAROLO PO;PAVIA;ditta Chimica Ponte Alto;adicente S.P. 15 per Ca' de' Giorgi;;167;709;                                                                                                                                                              ##
PONTE NIZZA;PAVIA;EX PUNTO VENDITA ESSO N. 0237;EX 461 DEL PENICE - KM. 18+347,5;-;4119;710;                                                                                                                                                          ##
RIVANAZZANO;PAVIA;TELECOM ITALIA SPA;Valdetara;6;10589;711;                                                                                                                                                                                           ##
ROBBIO;PAVIA;P.V. ERG PV082;Mortara;11;5297;712;                                                                                                                                                                                                      ##
SAN GIORGIO DI LOMELLINA;PAVIA;Sversamento SADECOL resina ureica del 08/01/2008;Provinciale 211 Km 43+600;-;8276;713;                                                                                                                                 ##
SAN MARTINO SICCOMARIO;PAVIA;P.V. TOTAL 1142;596 località S. Croce;-;5475;714;                                                                                                                                                                       ##
SANNAZZARO DE'BURGONDI;PAVIA;APPEZZAMENTO AGRICOLO DI FORTUNATA SAS;SP 206;-;10128;715;                                                                                                                                                               ##
SANNAZZARO DE'BURGONDI;PAVIA;EX DEPOSITO AGIP PETROLI - ENI DIV. R&M;Via Mattei;ND;3798;716;                                                                                                                                                          ##
SANNAZZARO DE'BURGONDI;PAVIA;RAFFINERIA DI SANNAZZARO ENI S.P.A.;MATTEI;46;2798;717;                                                                                                                                                                  ##
SPESSA;PAVIA;ex RIVOL;;;213;718;                                                                                                                                                                                                                      ##
STRADELLA;PAVIA;"incidente presso AdS ""Stradella Sud""";A21;-;5311;719;                                                                                                                                                                              ##
STRADELLA;PAVIA;PV Tamoil 4246;Repubblica;25;5312;720;                                                                                                                                                                                                ##
TROMELLO;PAVIA;P.V. ESSO 0218;per Garlasco;19;5302;721;                                                                                                                                                                                               ##
VALEGGIO;PAVIA;OLEODOTTO FERRERA-CASCINA CARDINALA;Cascina Cardinala;;15895;722;                                                                                                                                                                      ##
VALLE LOMELLINA;PAVIA;S.I.F.;Stazione FS;;232;723;                                                                                                                                                                                                    ##
VARZI;PAVIA;P.V. ESSO 0240 DI SALA EZIO;LOMBARDIA;92;3528;724;                                                                                                                                                                                        ##
VARZI;PAVIA;Vallestaffora s.r.l. - Fraz. S. Martino Loc. Aronchio;S. Martino Loc. Aronchio;-;7649;725;                                                                                                                                                ##
VIGEVANO;PAVIA;EX INCENERITORE - ASM;TORINO;116;3786;726;                                                                                                                                                                                             ##
VOGHERA;PAVIA;EX DITTA GROVE DRESSER ITALIA SRL - COOPER CAMERON VALVES;ITALO BETTO;11;3780;727;                                                                                                                                                      ##
VOGHERA;PAVIA;EX P.V. AGIP 9053;Piacenza S.S. 10;;8891;728;                                                                                                                                                                                           ##
CA' D'ANDREA;CREMONA;PIADENA EST EX CENTRALE, ENI SPA;;;3025;729;                                                                                                                                                                                     ##
CASALMAGGIORE;CREMONA;F.I.R. ELETTROMECCANICA;Via Roma;19;40;730;                                                                                                                                                                                     ##
CASTELLEONE;CREMONA;BIC ITALIA S.p.A.;VILLA GALLOTTA DI SOTTO;;3405;731;                                                                                                                                                                              ##
CREMONA;CREMONA;ADS 2616 CREMONA SUD;A21 Km. 194;;7804;732;                                                                                                                                                                                           ##
CREMONA;CREMONA;Area ex Armaguerra;Castelleone;;7809;733;                                                                                                                                                                                             ##
CREMONA;CREMONA;DITTA FRAGNI;delle industrie;34;14438;734;                                                                                                                                                                                            ##
CREMONA;CREMONA;KEROPETROL;boschetto;12;14408;735;                                                                                                                                                                                                    ##
CREMONA;CREMONA;TAMOIL RAFFINAZIONE SPA;CADUTI DEL LAVORO;30;3011;736;                                                                                                                                                                                ##
GRUMELLO CREMONESE ED UNITI;CREMONA;P.V. API 41860, S.S. 415 km 58+711;415 km 58+711;-;6101;737;                                                                                                                                                      ##
OFFANENGO;CREMONA;STABILIMENTO BOSCH VHIT SPA;CIRCONVALLAZIONE SUD;22;3490;738;                                                                                                                                                                       ##
SALVIROLA;CREMONA;PV  6085, TAMOIL PETROLI SPA;UMBERTO I;18;3031;739;                                                                                                                                                                                 ##
SERGNANO;CREMONA;P.V.  TAMOIL 6086;Marconi;-;4767;740;                                                                                                                                                                                                ##
SERGNANO;CREMONA;STOGIT SPA CENTRALE DI SERGNANO 2;;;3463;741;                                                                                                                                                                                        ##
ACQUANEGRA SUL CHIESE;MANTOVA;DISCARICA ABUSIVA EX FLUCOSIT;VALLI DI MOSIO;;3233;742;                                                                                                                                                                 ##
ACQUANEGRA SUL CHIESE;MANTOVA;Fraz. Mosio - ex Italfert;ALDO MORO;70;1651;743;                                                                                                                                                                        ##
ACQUANEGRA SUL CHIESE;MANTOVA;P.V. TAMOIL 3415;Matteotti;58;4822;744;                                                                                                                                                                                 ##
ASOLA;MANTOVA;EX CONSORZIO AGRARIO;Brescia;12;3864;745;                                                                                                                                                                                               ##
ASOLA;MANTOVA;ex Ditta Ghisleri e Domaschio;Pirandello;;1654;746;                                                                                                                                                                                     ##
ASOLA;MANTOVA;EX  FLUCOSIT;68;;11;747;                                                                                                                                                                                                                ##
BAGNOLO SAN VITO;MANTOVA;P.V. ESSO 12A9;Autobrennero A22 km 45,6;-;3246;748;                                                                                                                                                                          ##
CARBONARA DI PO;MANTOVA;CENTRALE TERMOELETTRICA ENEL- EUROGEN;CRISTOFORO COLOMBO;2;2186;749;                                                                                                                                                          ##
CASTELLUCCHIO;MANTOVA;P.V. TAMOIL 8279;Roma S.S. 10 Padana Inferiore;-;4819;750;                                                                                                                                                                      ##
CASTIGLIONE DELLE STIVIERE;MANTOVA;Albright & Wilson ex Marchon - ora HUNTSMAN SURFACE SCIENCES ITALIA S.r.l.;CAVOUR;50;48;751;                                                                                                                       ##
CASTIGLIONE DELLE STIVIERE;MANTOVA;Area Ex Rubinetterie Rapetti;-;-;4775;752;                                                                                                                                                                         ##
CASTIGLIONE DELLE STIVIERE;MANTOVA;Area MDG FOR LOG S.P.A. Messaggerie del Garda;Carpenedolo;90;7865;753;                                                                                                                                             ##
CASTIGLIONE DELLE STIVIERE;MANTOVA;AUTOLAVAGGIO DITTA BERTANI TRASPORTI;Cavour;58;14075;754;                                                                                                                                                          ##
CASTIGLIONE DELLE STIVIERE;MANTOVA;Cava del PIRATA;;;49;755;                                                                                                                                                                                          ##
CASTIGLIONE DELLE STIVIERE;MANTOVA;Cava LA BUSA;;;50;756;                                                                                                                                                                                             ##
MANTOVA;MANTOVA;Area CLAIPA;S. Marta;15;4797;757;                                                                                                                                                                                                     ##
MANTOVA;MANTOVA;AREA COMUNALE;Porta Cerese/angolo v.le Allende;;11049;758;                                                                                                                                                                            ##
MANTOVA;MANTOVA;POLO CHIMICO MANTOVA: POLIMERI EUROPA EX ENICHEM  sversamento accidentale benzene dalla stazione pipeline;TALIERCIO G.;14;2400;759;                                                                                                   ##
MANTOVA;MANTOVA;P.V. AGIP 2094, Località Lunetta;Legnago;1;4813;760;                                                                                                                                                                                 ##
MANTOVA;MANTOVA;P.V. ERG, Località Cittadella, S.S. 62 della Cisa;62 della Cisa;-;4798;761;                                                                                                                                                          ##
MANTOVA;MANTOVA;P.V. ESSO;FAVORITA;;3865;762;                                                                                                                                                                                                         ##
MANTOVA;MANTOVA;TEA SPA;STRETTO;12;3515;763;                                                                                                                                                                                                          ##
MARCARIA;MANTOVA;DITTA AGA.VI, LOCALITA' CAMPITELLO;MOTTELLA;7;2477;764;                                                                                                                                                                              ##
MARMIROLO;MANTOVA;SITO LA FONTANA;Strada Soave;22H;14840;765;                                                                                                                                                                                         ##
MARMIROLO;MANTOVA;SVERSAMENTO DI GASOLIO S.S 236 KM 7+600;S.S 236;0;12416;766;                                                                                                                                                                        ##
OSTIGLIA;MANTOVA;Centrale elettrica E-On - Area parco combustibile PN1, zona ex serbatoio S2;-;-;6602;767;                                                                                                                                            ##
OSTIGLIA;MANTOVA;Donaldson Italia S.r.l.;Abetone Brennero;15;6601;768;                                                                                                                                                                                ##
OSTIGLIA;MANTOVA;PBL COLORI ESSO 105667;Abetone Brennero;0;15846;769;                                                                                                                                                                                 ##
OSTIGLIA;MANTOVA;P.V. ESSO 1201;Abetone Brennero;-;4815;770;                                                                                                                                                                                          ##
POGGIO RUSCO;MANTOVA;P.V. AGIP N. 2550;12 DELL'ABETONE;;3522;771;                                                                                                                                                                                     ##
RODIGO;MANTOVA;CUMULO POSTO SOTTO SEQUESTRO;per Malpensa;09;16188;772;                                                                                                                                                                                ##
ROVERBELLA;MANTOVA;PUNTO VENDITA ESSO 1214;statale  N. 249  Km 4+065;;3313;773;                                                                                                                                                                       ##
SUSTINENTE;MANTOVA;P.V. AGIP 12090;Marconi ex S.S. 482 km 19+100;-;4777;774;                                                                                                                                                                          ##
VIADANA;MANTOVA;TAMOIL P.V. N. 1276 - LOC. BELLAGUARDA;ARGINE CERIANA;-;3267;775;                                                                                                                                                                     ##
BARZANO';LECCO;PUNTO VENDITA CARBURANTI ESSO;ROMA;58;3274;776;                                                                                                                                                                                        ##
BELLANO;LECCO;Presidio Ospedaliero Umberto I - sversamento gasolio;Carlo Alberto;25;5457;777;                                                                                                                                                         ##
BRIVIO;LECCO;Gruppo SAL spa EX-GEPLAST EX ITALPLASTIC;COMO;73;2994;778;                                                                                                                                                                               ##
BULCIAGO;LECCO;Imagest Edificio industriale;Briantea;-;6707;779;                                                                                                                                                                                      ##
BULCIAGO;LECCO;km36, HONEYWELL TEVA P. F. C. SRL;BRIANTEA;83;3133;780;                                                                                                                                                                                ##
CALCO;LECCO;PV SHELL N. 12  DITTA C.P.P.;NAZIONALE;5;4156;781;                                                                                                                                                                                        ##
CALOLZIOCORTE;LECCO;DITTA I.C.S. SPA;STOPPANI;25;2643;782;                                                                                                                                                                                            ##
CALOLZIOCORTE;LECCO;ESSO ITALIANA S.R.L. 0987;EUROPA;84;2992;783;                                                                                                                                                                                     ##
CALOLZIOCORTE;LECCO;EX PV Q8 NUMERO 1403;DANTE;39;4148;784;                                                                                                                                                                                           ##
CASSAGO BRIANZA;LECCO;area ex SALVIT,serbatoio interrato;;;42;785;                                                                                                                                                                                    ##
CASSAGO BRIANZA;LECCO;CEMENTERIA DI MERONE S.P.A. - Holcim Cementi S.p.A.;STAZIONE;1;3271;786;                                                                                                                                                        ##
CERNUSCO LOMBARDONE;LECCO;TOTAL ITALIA SPA PV 2102;Statale 36 dello Spluga km 31+240;;11166;787;                                                                                                                                                      ##
CIVATE;LECCO;EX AMBITO PRODUTTIVO;Provinciale;29/33;13832;788;                                                                                                                                                                                        ##
LECCO;LECCO;DEPOSITO DI ROTTAMI FERROSI NELL'AREA DELLA DITTA RIVA SERGIO;BELFIORE;26;4145;789;                                                                                                                                                       ##
LECCO;LECCO;ex-P.V. AGIP N1873  -oggi Tamoil;BERGAMO;157;2784;790;                                                                                                                                                                                    ##
MERATE;LECCO;EX PUNTO VENDITA TOTAL;XXV aprile;31;10512;791;                                                                                                                                                                                          ##
MISSAGLIA;LECCO;Area dismessa;Europa;21;11608;792;                                                                                                                                                                                                    ##
MOLTENO;LECCO;DITTA KONIG SPA;LOMBARDIA;8;4140;793;                                                                                                                                                                                                   ##
MOLTENO;LECCO;PV TAMOIL 6074;50;;3353;794;                                                                                                                                                                                                            ##
OSNAGO;LECCO;AREA VIA DELLE MARASCHE;Delle Marasche e XXV Aprile;0;16507;795;                                                                                                                                                                         ##
ROVAGNATE;LECCO;Ex PV AGIP 1914;Brusadelli;-;6982;796;                                                                                                                                                                                                ##
SANTA MARIA HOE';LECCO;DITTA BESSEL S.P.A.;PAPA GIOVANNI XXIII;59;4142;797;                                                                                                                                                                           ##
VALMADRERA;LECCO;AREA EX DITTA FOMP FONDERIE S.P.A.;COMO;14;4154;798;                                                                                                                                                                                 ##
VALMADRERA;LECCO;Ditta SILEA S.p.A.;Vassena;6;12206;799;                                                                                                                                                                                              ##
VERCURAGO;LECCO;EX  AREA SA.FI.LO;Pirelli;1;10012;800;                                                                                                                                                                                                ##
VERDERIO;LECCO;AREA IMPIANTO DI DEPURAZIONE ECOSYSTEM - FOGLIO 3 MAPP. 1028;dei Tre Re;31;4141;801;                                                                                                                                                   ##
VERDERIO;LECCO;TERNA SPA GRUPPO ENEL, CON CORNATE D'ADDA;Per Cornate;;2975;802;                                                                                                                                                                       ##
CASALETTO LODIGIANO;LODI;DITTA PROCHISA S.p.A - LOC. MAIRANO;RIMEMBRANZE;1;2551;803;                                                                                                                                                                  ##
CASALPUSTERLENGO;LODI;PANTAECO S.r.l.;COSTE FORNACI;;4034;804;                                                                                                                                                                                        ##
CASALPUSTERLENGO;LODI;P.V. Q8 1113;XXV Aprile;9;5339;805;                                                                                                                                                                                             ##
CODOGNO;LODI;Area Ex DEBAT Chimica ora CHEMITRUST;Borsa;11;5338;806;                                                                                                                                                                                  ##
CODOGNO;LODI;INSEDIAMENTO INDUSTRIALE;Buonarroti;9;15151;807;                                                                                                                                                                                         ##
CORNEGLIANO LAUDENSE;LODI;Area Soc. LIVIANA srl, in prossimità roggia Codogna;Marescalca;-;1880;808;                                                                                                                                                 ##
CRESPIATICA;LODI;ex FINITALIA, ora ANGELO BERETTA;Nino Dall'Oro;32;2728;809;                                                                                                                                                                          ##
CRESPIATICA;LODI;EX SAINT GOBAIN ISOVER ITALIA ORA DITTA OTIL;DANTE;76;3583;810;                                                                                                                                                                      ##
CRESPIATICA;LODI;N.E.T. ex RA.BO International;Dante Alighieri;51;78;811;                                                                                                                                                                             ##
FOMBIO;LODI;AKZO NOBEL S.p.a. + Chemval;Emilia;2;280;812;                                                                                                                                                                                             ##
FOMBIO;LODI;MICRON S.N.C.,  EX LAMBDA 2;EMILIA;4;3193;813;                                                                                                                                                                                            ##
FOMBIO;LODI;P.V. Carburanti API;EMILIA S.S. 9 KM 207+709;;4075;814;                                                                                                                                                                                   ##
GUARDAMIGLIO;LODI;Area ex Ecoprogram;CASCINA TRAVERSI;-;3350;815;                                                                                                                                                                                     ##
LODI;LODI;AREA  PRODUTTIVA DISMESSA;S.Angelo;1;15251;816;                                                                                                                                                                                             ##
LODI;LODI;BAERLOCHER ITALIA SPA;San Colombano;62/A;2884;817;                                                                                                                                                                                          ##
LODI;LODI;Ex Punto vendita Shell 49180;CAVALLOTTI;31;266;818;                                                                                                                                                                                         ##
LODI;LODI;P.V. TotalErg ex AGIP N. 2168;SANT'ANGELO;-;3519;819;                                                                                                                                                                                       ##
LODI;LODI;P.V. TOTAL Ex P.V. IP, ex P.V. AGIP 1967;Milano;46;5344;820;                                                                                                                                                                                ##
LODI VECCHIO;LODI;SOCIETA' SIGEMI SRL;Pezzolo/Lodi Vecchio;-;4104;821;                                                                                                                                                                                ##
LODI VECCHIO;LODI;Stabilimento REEVES S.p.a. ora Trelleborg;industriale;-;5322;822;                                                                                                                                                                   ##
MARUDO;LODI;Stabilimento Dobfar Holding;Vignazze;45;6988;823;                                                                                                                                                                                         ##
MONTANASO LOMBARDO;LODI;CENTRALE TERMOELETTRICA E-ON ex-ENDESA ITALIA DI TAVAZZANO E MONTANASO;EMILIA;12/A;3327;824;                                                                                                                                  ##
MONTANASO LOMBARDO;LODI;Sinistro stradale ROGGIA MONTANASA del 27/12/08;Provinciale 16 Km 1+600;-;9401;825;                                                                                                                                           ##
MULAZZANO;LODI;PROPR. IMMOB.90, NUOVA CROMOTIME - FRAZ. CASSINO D'ALBERI;ALESSANDRINI;12;2633;826;                                                                                                                                                    ##
PIEVE FISSIRAGA;LODI;VISCOLUBE;Tavernelle;19;12867;827;                                                                                                                                                                                               ##
SAN MARTINO IN STRADA;LODI;Area loc. Camairana ex LE ANSE DELL'ADDA;CAMAIRANA;-;3570;828;                                                                                                                                                             ##
SAN ROCCO AL PORTO;LODI;Area agricola - spandimento incontrollato;CASCINA ISOLONE;;3373;829;                                                                                                                                                          ##
SAN ROCCO AL PORTO;LODI;AREA IMPIANTO FOTOVOLTAICO TERNA;Contesse;-;12950;830;                                                                                                                                                                        ##
SANT'ANGELO LODIGIANO;LODI;EX DITTA ELETTROGALVANICA CELLA snc;TURATI;3/5;2647;831;                                                                                                                                                                   ##
SANT'ANGELO LODIGIANO;LODI;P.V. ESSO 0523;Zara;2;5320;832;                                                                                                                                                                                            ##
SECUGNAGO;LODI;Società SCAR S.r.l.;ZONA INDUSTRIALE;;193;833;                                                                                                                                                                                        ##
SOMAGLIA;LODI;Area di servizio P.V. ESSO EX P.V. ERG MI445;A1 Somaglia Ovest;-;5341;834;                                                                                                                                                              ##
SOMAGLIA;LODI;CONCERIA PALLADIO SRL;CA' BIANCA;;2596;835;                                                                                                                                                                                             ##
SOMAGLIA;LODI;P.V. SHELL 49.230, Ads Somaglia Est, A1;A1;-;8454;836;                                                                                                                                                                                  ##
TAVAZZANO CON VILLAVESCO;LODI;SOCIETA' ELETTROCHIMICA SOLFURI E CLORODERIVATI S.P.A.;LODIVECCHIO;10;2950;837;                                                                                                                                         ##
VALERA FRATTA;LODI;Discarica rsu;C.na  Sacchella;;231;838;                                                                                                                                                                                            ##
VILLANOVA DEL SILLARO;LODI;ex cava BARGANO;;;242;839;                                                                                                                                                                                                 ##
AGRATE BRIANZA;MONZA-BRIANZA;Sversamento incidentale A4 al KM 20 + 300 EST;A4;;2597;840;                                                                                                                                                              ##
ARCORE;MONZA-BRIANZA;Società SOFINPAR/FINTECNA, EX AREA FALCK - Società Devero SpA;Grandi;100;9371;841;                                                                                                                                             ##
BARLASSINA;MONZA-BRIANZA;Punto vendita Carburanti 4205 s.s dei giovi;Milano;0;9132;842;                                                                                                                                                               ##
BELLUSCO;MONZA-BRIANZA;FRATELLI BIELLA PETROLI SPA;SAN NAZZARO;22;3173;843;                                                                                                                                                                           ##
BESANA IN BRIANZA;MONZA-BRIANZA;P.V. ESSO 0026;Kennedy;21;4924;844;                                                                                                                                                                                   ##
BIASSONO;MONZA-BRIANZA;Area di Via Garibaldi;Garibaldi;9/11;4634;845;                                                                                                                                                                                 ##
BOVISIO-MASCIAGO;MONZA-BRIANZA;AREA EX ACNA;loc. Groane;;3269;846;                                                                                                                                                                                    ##
BOVISIO-MASCIAGO;MONZA-BRIANZA;Area Ex ICSAM S.r.l.;Tolmino;56;8266;847;                                                                                                                                                                              ##
BOVISIO-MASCIAGO;MONZA-BRIANZA;Ex insediamento industriale;Via C. Cantù;;2819;848;                                                                                                                                                                   ##
BOVISIO-MASCIAGO;MONZA-BRIANZA;MINGARDI & FERRARA SRL area ex RELUB;DELL'INDUSTRIA;6;3417;849;                                                                                                                                                        ##
BRUGHERIO;MONZA-BRIANZA;Area di Via S. Giuseppe angolo Via Galbiati;San Giuseppe;-;12629;850;                                                                                                                                                         ##
BRUGHERIO;MONZA-BRIANZA;Ditta Cromium Plating Italiana spa, CPI;Via Aristotele;4;27;851;                                                                                                                                                              ##
BRUGHERIO;MONZA-BRIANZA;ex insediamento Stoppani Coatings;Lombardia;2;7505;852;                                                                                                                                                                       ##
BRUGHERIO;MONZA-BRIANZA;MAGNAGHI AEROSPACE SPA;SAN MAURIZIO AL LAMBRO;20;3317;853;                                                                                                                                                                    ##
BURAGO DI MOLGORA;MONZA-BRIANZA;Area BASF Coatings;200;-;6708;854;                                                                                                                                                                                    ##
CERIANO LAGHETTO;MONZA-BRIANZA;ex-Rhodia Italia s.p.a.  - Ceriano 2010 srl;I Maggio;80;13366;855;                                                                                                                                                     ##
CERIANO LAGHETTO;MONZA-BRIANZA;SNIA S.P.A., RHODIA ENGINEERING PLASTICS S.R.L., CAFFARO FLEXIBILE PACKAGING S.P.A., CON SOLARO;1° MAGGIO;;2917;856;                                                                                                  ##
CESANO MADERNO;MONZA-BRIANZA;Area BASF Italia srl;Marconato;8;13887;857;                                                                                                                                                                              ##
CESANO MADERNO;MONZA-BRIANZA;Discariche ex SNIA - Aree esterne di proprietà NYLSTAR - Immobiliare SNIA;VIA DELLE GROANE;;60;858;                                                                                                                     ##
CONCOREZZO;MONZA-BRIANZA;DITTA ICROM;1° MAGGIO;36;2719;859;                                                                                                                                                                                          ##
CORREZZANA;MONZA-BRIANZA;Antibioticos S.p.A.;Guzzafame;-;73;860;                                                                                                                                                                                      ##
DESIO;MONZA-BRIANZA;Area di Via Galvani 24;Galvani;24;6487;861;                                                                                                                                                                                       ##
DESIO;MONZA-BRIANZA;Area industriale dismessa;Bernina;7;15451;862;                                                                                                                                                                                    ##
DESIO;MONZA-BRIANZA;AREA VIA AGNESI;via Agnesi;212;9209;863;                                                                                                                                                                                          ##
DESIO;MONZA-BRIANZA;AREA VIA DUE PALME 35;Due Palme;35;14706;864;                                                                                                                                                                                     ##
DESIO;MONZA-BRIANZA;CAPANNONE FARINA;Don Sturzo;40;14831;865;                                                                                                                                                                                         ##
DESIO;MONZA-BRIANZA;CONSORZIO TRASPORTI NORD MILANO SPA;GUIDO ROSSA;17;3156;866;                                                                                                                                                                      ##
LESMO;MONZA-BRIANZA;ex Soc. Nobel Chemicals;PEREGALLO;;1084;867;                                                                                                                                                                                      ##
LESMO;MONZA-BRIANZA;PV SHELL 49.022;XXV Aprile;18;16148;868;                                                                                                                                                                                          ##
LIMBIATE;MONZA-BRIANZA;Edificio scolastico, serbatoio;GRAN SASSO;;16711;869;                                                                                                                                                                          ##
LIMBIATE;MONZA-BRIANZA;Europeir S.r.l. - Area 1;Salerno/Via Po;-;8065;870;                                                                                                                                                                            ##
LISSONE;MONZA-BRIANZA;AREA DI VIA VESPUCCI - f.lli Mariani;Vespucci;11;12387;871;                                                                                                                                                                     ##
LISSONE;MONZA-BRIANZA;Area via Nobel 38;Nobel;38;12046;872;                                                                                                                                                                                           ##
MONZA;MONZA-BRIANZA;Area condominiale - serbatoio;ADIGRAT;14;3466;873;                                                                                                                                                                                ##
MONZA;MONZA-BRIANZA;Area ex P.V. Carburanti FLEN Spa;Boito;31;11751;874;                                                                                                                                                                              ##
MONZA;MONZA-BRIANZA;AREA MELETTE DI GALLIO;Melette di Gallio angolo Via Vetta d'Italia;;15729;875;                                                                                                                                                    ##
MONZA;MONZA-BRIANZA;AREA PIANO ATTUATIVO 41 F;Europa;;14547;876;                                                                                                                                                                                      ##
MONZA;MONZA-BRIANZA;AUTODEMOLIZIONI Verrastro;delle industrie;45;3660;877;                                                                                                                                                                            ##
MONZA;MONZA-BRIANZA;COSMALVER;Sicilia- Privata Pompei;114;12366;878;                                                                                                                                                                                  ##
MONZA;MONZA-BRIANZA;EX CAVA NEL CIMITERO CENTRALE DI MONZA;;;2627;879;                                                                                                                                                                                ##
MONZA;MONZA-BRIANZA;F.LLI RE S.A.S.;TORQUATO TASSO;11;3265;880;                                                                                                                                                                                       ##
MONZA;MONZA-BRIANZA;Philips - Sede Operativa;Casati;23;8239;881;                                                                                                                                                                                      ##
MONZA;MONZA-BRIANZA;P.V. ESSO 0018;Lecco;140;4740;882;                                                                                                                                                                                                ##
MONZA;MONZA-BRIANZA;P.V. ESSO 0070;Fermi;35;4736;883;                                                                                                                                                                                                 ##
